loan_id,customer_id,application_ts,decision_ts,product_type,channel,requested_amount,currency,term_months,declared_monthly_income,apr,credit_score,risk_band,decision_status
L000759,C00047,2023-03-26T00:00:00,2023-03-29T00:00:00,BNPL,PARTNER,1051602,COP,36,3830654,0.399,507,E,APPROVED
L000760,C00435,2024-03-20T00:00:00,2024-04-02T00:00:00,BNPL,PARTNER,859731,COP,6,3024301,0.287,614,D,REJECTED
L000761,C00425,2023-03-25T00:00:00,2023-03-28T00:00:00,PERSONAL_LOAN,PARTNER,4246274,COP,12,4324221,0.622,662,C,APPROVED
L000762,C00369,2024-09-30T00:00:00,2024-10-05T00:00:00,BNPL,PARTNER,3004578,COP,24,4427612,0.528,664,B,PENDING
L000763,C00363,2023-12-10T00:00:00,2023-12-12T00:00:00,BNPL,WEB,3153612,COP,12,4996424,0.429,625,C,APPROVED
L000764,C00131,2025-01-27T00:00:00,2025-01-27T00:00:00,PERSONAL_LOAN,PARTNER,1452324,COP,12,1123060,0.473,683,A,REJECTED
L000765,C00039,2025-02-11T00:00:00,2025-02-16T00:00:00,PERSONAL_LOAN,PARTNER,1514144,COP,24,4215958,0.569,598,E,REJECTED
L000766,C00292,2024-09-26T00:00:00,2024-10-04T00:00:00,MICROLOAN,APP,1264196,COP,6,4236662,0.205,647,C,PENDING
L000767,C00479,2024-04-05T00:00:00,2024-04-17T00:00:00,BNPL,PARTNER,3643356,COP,9,3666486,0.451,613,E,REJECTED
L000768,C00518,2023-08-29T00:00:00,2023-09-10T00:00:00,MICROLOAN,PARTNER,1274495,COP,3,3179480,0.545,641,D,PENDING
L000769,C00361,2024-06-30T00:00:00,2024-07-05T00:00:00,PERSONAL_LOAN,PARTNER,277666,COP,24,4437336,0.326,506,C,PENDING
L000770,C00258,2023-02-21T00:00:00,2023-03-02T00:00:00,MICROLOAN,WEB,3799819,COP,3,4572639,0.311,574,C,PENDING
L000771,C00482,2023-01-22T00:00:00,2023-01-31T00:00:00,BNPL,APP,2797342,COP,6,3672453,0.303,563,C,PENDING
L000772,C00446,2023-11-19T00:00:00,2023-12-01T00:00:00,MICROLOAN,APP,3065025,COP,6,3861479,0.598,784,A,APPROVED
L000773,C00370,2023-03-19T00:00:00,2023-03-29T00:00:00,BNPL,PARTNER,4037722,COP,3,2178755,0.282,748,B,PENDING
L000774,C00048,2023-01-18T00:00:00,2023-01-20T00:00:00,BNPL,WEB,4493155,COP,36,4344264,0.398,620,D,PENDING
L000775,C00491,2025-02-05T00:00:00,2025-02-12T00:00:00,BNPL,APP,3607677,COP,12,1595527,0.422,666,A,PENDING
L000776,C00315,2023-09-23T00:00:00,2023-10-05T00:00:00,MICROLOAN,PARTNER,5329359,COP,3,3920594,0.476,745,D,APPROVED
L000777,C00405,2023-07-18T00:00:00,2023-07-26T00:00:00,MICROLOAN,APP,3708913,COP,36,498081,0.495,733,D,REJECTED
L000778,C00122,2024-11-21T00:00:00,2024-12-03T00:00:00,BNPL,APP,1572045,COP,6,1898321,0.492,600,D,APPROVED
L000779,C00380,2023-12-05T00:00:00,2023-12-12T00:00:00,MICROLOAN,PARTNER,3551686,COP,3,2520616,0.467,545,A,PENDING
L000780,C00266,2024-07-18T00:00:00,2024-07-19T00:00:00,MICROLOAN,PARTNER,263892,COP,12,2965111,0.341,781,E,REJECTED
L000781,C00476,2023-02-11T00:00:00,2023-02-14T00:00:00,MICROLOAN,APP,1230163,COP,36,3962165,0.526,625,E,APPROVED
L000782,C00012,2023-12-09T00:00:00,2023-12-23T00:00:00,BNPL,APP,1939973,COP,6,2985132,0.447,741,D,PENDING
L000783,C00267,2023-08-13T00:00:00,2023-08-22T00:00:00,BNPL,APP,1968643,COP,18,3417405,0.387,719,E,REJECTED
L000784,C00184,2023-10-17T00:00:00,2023-10-29T00:00:00,BNPL,APP,805552,COP,3,7268275,0.455,753,C,APPROVED
L000785,C00036,2025-01-08T00:00:00,2025-01-19T00:00:00,BNPL,APP,1895558,COP,36,2763139,0.535,666,C,APPROVED
L000786,C00427,2024-03-12T00:00:00,2024-03-14T00:00:00,MICROLOAN,PARTNER,2219272,COP,6,2112788,0.512,584,C,PENDING
L000787,C00266,2024-01-20T00:00:00,2024-01-30T00:00:00,PERSONAL_LOAN,WEB,1995814,COP,36,4278454,0.428,807,B,REJECTED
L000788,C00271,2023-10-25T00:00:00,2023-10-30T00:00:00,PERSONAL_LOAN,WEB,3063209,COP,12,3511556,0.556,707,C,APPROVED
L000789,C00085,2023-03-17T00:00:00,2023-03-24T00:00:00,PERSONAL_LOAN,WEB,2707181,COP,24,2160675,0.264,499,B,APPROVED
L000790,C00449,2023-10-29T00:00:00,2023-11-12T00:00:00,BNPL,APP,2472191,COP,9,2623288,0.309,637,E,REJECTED
L000791,C00274,2023-10-30T00:00:00,2023-11-13T00:00:00,MICROLOAN,APP,6380192,COP,18,5695767,0.472,700,C,APPROVED
L000792,C00484,2024-04-13T00:00:00,2024-04-16T00:00:00,BNPL,APP,1389807,COP,6,1230561,0.189,714,C,PENDING
L000793,C00464,2024-12-24T00:00:00,2024-12-29T00:00:00,BNPL,PARTNER,1634922,COP,18,4530773,0.535,763,C,APPROVED
L000794,C00292,2025-02-18T00:00:00,2025-02-28T00:00:00,MICROLOAN,PARTNER,5322597,COP,24,731613,0.65,645,C,PENDING
L000795,C00095,2024-04-20T00:00:00,2024-05-01T00:00:00,BNPL,APP,2453493,COP,36,3367291,0.42,582,E,APPROVED
L000796,C00235,2024-08-25T00:00:00,2024-09-07T00:00:00,MICROLOAN,APP,2119195,COP,6,5486596,0.596,572,C,PENDING
L000797,C00030,2024-06-10T00:00:00,2024-06-11T00:00:00,BNPL,APP,2293468,COP,3,1215431,0.231,692,D,PENDING
L000798,C00475,2023-11-24T00:00:00,2023-11-27T00:00:00,BNPL,APP,4194632,COP,36,3787489,0.477,567,B,APPROVED
L000799,C00381,2025-01-05T00:00:00,2025-01-13T00:00:00,MICROLOAN,APP,2496514,COP,18,2265026,0.267,515,D,PENDING
L000800,C00073,2023-03-10T00:00:00,2023-03-11T00:00:00,PERSONAL_LOAN,WEB,1155776,COP,12,4129149,0.298,733,C,PENDING
L000801,C00010,2024-01-04T00:00:00,2024-01-06T00:00:00,MICROLOAN,APP,3189601,COP,24,3295033,0.349,680,D,APPROVED
L000802,C00355,2024-12-27T00:00:00,2024-12-29T00:00:00,BNPL,PARTNER,1745056,COP,36,3575598,0.195,637,C,REJECTED
L000803,C00257,2025-01-27T00:00:00,2025-01-28T00:00:00,BNPL,WEB,934061,COP,12,3634577,0.219,568,C,PENDING
L000804,C00361,2023-03-27T00:00:00,2023-03-30T00:00:00,MICROLOAN,APP,3380831,COP,9,3834104,0.632,604,E,APPROVED
L000805,C00381,2023-03-06T00:00:00,2023-03-19T00:00:00,MICROLOAN,PARTNER,-376082,COP,9,4935256,0.291,536,B,APPROVED
L000806,C00394,2023-06-16T00:00:00,2023-06-17T00:00:00,MICROLOAN,APP,5104148,COP,3,6519354,0.388,678,E,PENDING
L000807,C00339,2023-01-22T00:00:00,2023-01-30T00:00:00,MICROLOAN,WEB,2688109,COP,18,2511401,0.508,662,A,REJECTED
L000808,C00326,2024-02-09T00:00:00,2024-02-11T00:00:00,PERSONAL_LOAN,APP,3543159,COP,6,15281,0.476,579,C,REJECTED
L000809,C00077,2024-05-27T00:00:00,2024-05-29T00:00:00,PERSONAL_LOAN,PARTNER,2865551,COP,24,1488845,0.481,633,D,PENDING
L000810,C00159,2024-01-18T00:00:00,2024-01-28T00:00:00,PERSONAL_LOAN,APP,1935313,COP,18,3221806,0.207,650,D,REJECTED
L000811,C00426,2024-10-10T00:00:00,2024-10-19T00:00:00,MICROLOAN,APP,1766460,COP,24,6361716,0.561,619,E,APPROVED
L000812,C00188,2023-01-09T00:00:00,2023-01-18T00:00:00,BNPL,PARTNER,1267815,COP,3,2713811,0.376,550,B,REJECTED
L000813,C00459,2024-08-11T00:00:00,2024-08-11T00:00:00,BNPL,WEB,1893264,USD,36,2860159,0.501,886,E,PENDING
L000814,C00466,2024-04-26T00:00:00,2024-04-27T00:00:00,BNPL,PARTNER,17587,COP,9,620122,0.286,756,C,REJECTED
L000815,C00428,2025-02-21T00:00:00,2025-03-05T00:00:00,PERSONAL_LOAN,PARTNER,4034739,COP,36,4834861,0.428,629,C,REJECTED
L000816,C00217,2025-02-27T00:00:00,2025-03-01T00:00:00,BNPL,WEB,3552946,COP,12,4215130,0.609,636,E,REJECTED
L000817,C00290,2025-01-16T00:00:00,2025-01-23T00:00:00,PERSONAL_LOAN,WEB,2801456,COP,36,5064785,0.522,671,C,PENDING
L000818,C00071,2023-05-23T00:00:00,2023-05-30T00:00:00,PERSONAL_LOAN,PARTNER,3576868,USD,3,4793556,0.364,594,C,APPROVED
L000819,C00041,2024-03-26T00:00:00,2024-04-09T00:00:00,MICROLOAN,WEB,2419590,COP,6,2945139,0.641,526,E,APPROVED
L000820,C00296,2024-05-26T00:00:00,2024-06-09T00:00:00,PERSONAL_LOAN,PARTNER,1464794,COP,3,3736151,0.29,573,D,REJECTED
L000821,C00389,2023-05-01T00:00:00,2023-05-07T00:00:00,PERSONAL_LOAN,APP,2478983,COP,6,1975009,0.521,607,A,REJECTED
L000822,C00220,2024-08-07T00:00:00,2024-08-17T00:00:00,MICROLOAN,PARTNER,904973,COP,18,247703,0.549,524,B,APPROVED
L000823,C00086,2025-01-12T00:00:00,2025-01-15T00:00:00,MICROLOAN,PARTNER,664235,COP,6,1632163,0.491,603,D,REJECTED
L000824,C00217,2024-08-14T00:00:00,2024-08-28T00:00:00,BNPL,APP,4947956,COP,18,1697059,0.483,633,A,REJECTED
L000825,C00418,2025-02-28T00:00:00,2025-03-08T00:00:00,BNPL,PARTNER,3773098,COP,24,4778556,0.319,583,B,REJECTED
L000826,C00180,2023-05-24T00:00:00,2023-05-26T00:00:00,MICROLOAN,APP,2227693,COP,12,4848127,0.586,811,B,PENDING
L000827,C00325,2024-02-06T00:00:00,2024-02-12T00:00:00,MICROLOAN,WEB,2489500,COP,36,1412019,0.395,580,A,REJECTED
L000828,C00367,2024-12-03T00:00:00,2024-12-15T00:00:00,BNPL,APP,2002891,COP,24,1737862,0.38,587,E,PENDING
L000829,C00166,2024-07-12T00:00:00,2024-07-25T00:00:00,PERSONAL_LOAN,PARTNER,2028437,COP,12,5287109,0.537,642,B,REJECTED
L000830,C00229,2023-11-18T00:00:00,2023-11-30T00:00:00,BNPL,APP,1128749,COP,9,1198862,0.634,692,A,APPROVED
L000831,C00228,2024-09-29T00:00:00,2024-10-12T00:00:00,PERSONAL_LOAN,PARTNER,1822754,COP,36,2014477,0.616,686,A,REJECTED
L000832,C00412,2023-02-27T00:00:00,2023-03-05T00:00:00,PERSONAL_LOAN,APP,4997401,COP,18,5750647,0.509,703,A,REJECTED
L000833,C00427,2023-04-03T00:00:00,2023-04-09T00:00:00,BNPL,APP,3217349,COP,36,2872101,0.63,682,B,REJECTED
L000834,C00066,2024-04-21T00:00:00,2024-04-23T00:00:00,PERSONAL_LOAN,PARTNER,2652487,COP,24,6632479,0.586,797,E,APPROVED
L000835,C00147,2023-01-07T00:00:00,2023-01-09T00:00:00,MICROLOAN,APP,812621,COP,18,2146022,0.526,702,D,APPROVED
L000836,C00052,2024-12-14T00:00:00,2024-12-22T00:00:00,PERSONAL_LOAN,WEB,2702401,COP,18,5541590,0.38,628,C,APPROVED
L000837,C00277,2023-09-06T00:00:00,2023-09-09T00:00:00,BNPL,APP,2033971,COP,12,8133242,0.64,628,B,APPROVED
L000838,C00180,2024-01-31T00:00:00,2024-02-04T00:00:00,BNPL,APP,2448839,COP,6,3734091,0.614,692,D,PENDING
L000839,C00059,2023-12-08T00:00:00,2023-12-17T00:00:00,PERSONAL_LOAN,WEB,1349934,COP,24,4166351,0.584,708,A,APPROVED
L000840,C00048,2024-06-19T00:00:00,2024-06-19T00:00:00,BNPL,PARTNER,306508,COP,12,3697098,0.221,705,C,REJECTED
L000841,C00480,2023-03-10T00:00:00,2023-03-10T00:00:00,MICROLOAN,PARTNER,4721301,COP,6,5428363,0.407,488,B,PENDING
L000842,C00167,2023-09-01T00:00:00,2023-09-10T00:00:00,BNPL,WEB,1034489,COP,12,6786328,0.298,724,B,PENDING
L000843,C00240,2024-08-07T00:00:00,2024-08-21T00:00:00,BNPL,PARTNER,2284399,COP,12,3441271,0.647,674,C,APPROVED
L000844,C00459,2023-01-04T00:00:00,2023-01-05T00:00:00,BNPL,PARTNER,4447016,COP,3,2972932,0.265,423,B,REJECTED
L000845,C00204,2023-08-06T00:00:00,2023-08-15T00:00:00,BNPL,APP,2621215,COP,18,3679866,0.451,603,C,REJECTED
L000846,C00372,2024-08-12T00:00:00,2024-08-24T00:00:00,BNPL,PARTNER,3055793,COP,36,4650411,0.6,725,D,APPROVED
L000847,C00057,2024-05-03T00:00:00,2024-05-04T00:00:00,BNPL,WEB,1894928,COP,9,3857148,0.331,668,C,APPROVED
L000848,C00367,2024-12-10T00:00:00,2024-12-19T00:00:00,MICROLOAN,PARTNER,1266727,COP,12,-133644,0.216,778,A,REJECTED
L000849,C00110,2024-02-05T00:00:00,2024-02-18T00:00:00,PERSONAL_LOAN,APP,3272302,COP,36,7734165,0.317,588,C,PENDING
L000850,C00251,2023-02-16T00:00:00,2023-02-23T00:00:00,BNPL,PARTNER,2500789,COP,12,2360789,0.506,728,E,APPROVED
L000851,C00396,2024-11-18T00:00:00,2024-11-23T00:00:00,PERSONAL_LOAN,WEB,523729,COP,9,2027294,0.436,697,B,PENDING
L000852,C00173,2023-05-29T00:00:00,2023-05-30T00:00:00,PERSONAL_LOAN,PARTNER,5742361,COP,6,2661788,0.506,697,D,PENDING
L000853,C00010,2023-11-17T00:00:00,2023-11-19T00:00:00,BNPL,PARTNER,2330845,COP,6,2752931,0.285,659,B,REJECTED
L000854,C00244,2023-02-10T00:00:00,2023-02-19T00:00:00,MICROLOAN,WEB,4025477,COP,12,3509882,0.282,629,D,PENDING
L000855,C00123,2024-05-03T00:00:00,2024-05-06T00:00:00,BNPL,WEB,1046898,COP,3,4643910,0.201,723,B,APPROVED
L000856,C00041,2023-06-17T00:00:00,2023-06-26T00:00:00,MICROLOAN,APP,2209046,COP,9,2644077,0.207,703,D,APPROVED
L000857,C00477,2023-09-15T00:00:00,2023-09-15T00:00:00,MICROLOAN,PARTNER,4349692,COP,36,2837443,0.524,566,C,REJECTED
L000858,C00451,2023-06-05T00:00:00,2023-06-18T00:00:00,MICROLOAN,PARTNER,3403295,COP,3,791466,0.387,658,D,REJECTED
L000859,C00411,2024-09-14T00:00:00,2024-09-18T00:00:00,BNPL,APP,2428667,COP,24,3600888,0.206,596,D,REJECTED
L000860,C00010,2023-09-28T00:00:00,2023-09-30T00:00:00,BNPL,WEB,3069315,COP,6,3447281,0.368,643,C,PENDING
L000861,C00074,2024-08-09T00:00:00,2024-08-21T00:00:00,PERSONAL_LOAN,PARTNER,1968377,COP,9,2650364,0.391,646,D,REJECTED
L000862,C00141,2024-01-04T00:00:00,2024-01-04T00:00:00,PERSONAL_LOAN,WEB,3503437,COP,12,3694791,0.553,708,A,APPROVED
L000863,C00489,2024-06-30T00:00:00,2024-07-10T00:00:00,BNPL,PARTNER,3681163,COP,18,6325960,0.184,543,C,APPROVED
L000864,C00111,2023-11-25T00:00:00,2023-12-02T00:00:00,MICROLOAN,APP,3436663,COP,3,6325991,0.46,805,C,PENDING
L000865,C00307,2024-12-19T00:00:00,2024-12-21T00:00:00,PERSONAL_LOAN,PARTNER,2774572,COP,24,1007030,0.44,605,A,PENDING
L000866,C00453,2024-01-17T00:00:00,2024-01-22T00:00:00,MICROLOAN,WEB,2565415,COP,3,4349120,0.299,724,C,PENDING
L000867,C00255,2024-04-24T00:00:00,2024-04-29T00:00:00,BNPL,WEB,2727992,COP,18,5664481,0.225,708,C,REJECTED
L000868,C00487,2023-07-13T00:00:00,2023-07-22T00:00:00,BNPL,PARTNER,2702723,COP,36,3505152,0.252,649,D,REJECTED
L000869,C00104,2024-02-31T10:15:00,2023-08-20T00:00:00,PERSONAL_LOAN,APP,1881711,COP,6,1498124,0.379,650,A,APPROVED
L000870,C00065,2023-09-02T00:00:00,2023-09-13T00:00:00,BNPL,PARTNER,1819979,COP,3,4409101,0.489,559,C,PENDING
L000871,C00041,2023-10-08T00:00:00,2023-10-13T00:00:00,PERSONAL_LOAN,APP,3645411,COP,24,1024760,0.262,779,D,REJECTED
L000872,C00169,2025-01-14T00:00:00,2025-01-17T00:00:00,PERSONAL_LOAN,WEB,3385447,COP,24,4775857,0.587,463,D,APPROVED
L000873,C00485,2024-03-23T00:00:00,2024-04-03T00:00:00,PERSONAL_LOAN,APP,3518190,COP,24,2892883,0.45,646,A,APPROVED
L000874,C00169,2023-01-05T00:00:00,2023-01-05T00:00:00,MICROLOAN,PARTNER,2170390,COP,24,2559480,0.568,671,D,PENDING
L000875,C00191,2025-01-29T00:00:00,2025-02-09T00:00:00,BNPL,PARTNER,3643845,COP,18,4675806,0.286,559,B,PENDING
L000876,C00374,2024-04-15T00:00:00,2024-04-25T00:00:00,BNPL,WEB,2494977,COP,12,8717841,0.513,605,D,PENDING
L000877,C00512,2025-02-28T00:00:00,2025-03-11T00:00:00,PERSONAL_LOAN,PARTNER,3373104,COP,18,1036901,0.231,636,E,REJECTED
L000878,C00199,2025-01-07T00:00:00,2025-01-20T00:00:00,PERSONAL_LOAN,WEB,2528541,COP,18,5560172,0.324,513,A,APPROVED
L000879,C00445,2023-08-20T00:00:00,2023-08-26T00:00:00,BNPL,WEB,47610,COP,36,2958013,0.276,696,C,PENDING
L000880,C00109,2024-03-11T00:00:00,2024-03-19T00:00:00,MICROLOAN,WEB,3244421,COP,9,7838602,0.637,681,A,PENDING
L000881,C00208,2024-07-06T00:00:00,2024-07-06T00:00:00,PERSONAL_LOAN,WEB,3648161,COP,6,3389165,0.215,607,E,APPROVED
L000882,C00502,2023-11-15T00:00:00,2023-11-22T00:00:00,PERSONAL_LOAN,WEB,3211767,COP,12,3441570,0.317,670,C,PENDING
L000883,C00320,2023-01-09T00:00:00,2023-01-13T00:00:00,MICROLOAN,PARTNER,2251754,COP,3,2237140,0.604,515,E,APPROVED
L000884,C00441,2024-04-10T00:00:00,2024-04-21T00:00:00,PERSONAL_LOAN,APP,1017803,COP,36,3108235,0.197,717,D,APPROVED
L000885,C00074,2024-05-29T00:00:00,2024-06-01T00:00:00,PERSONAL_LOAN,WEB,2389782,COP,12,4327540,0.182,757,A,PENDING
L000886,C00092,2023-09-22T00:00:00,2023-10-04T00:00:00,BNPL,WEB,41150,COP,18,4958586,0.404,509,E,APPROVED
L000887,C00120,2023-06-16T00:00:00,2023-06-18T00:00:00,PERSONAL_LOAN,PARTNER,3976669,COP,24,1226145,0.396,582,D,PENDING
L000888,C00362,2024-03-16T00:00:00,2024-03-18T00:00:00,PERSONAL_LOAN,APP,1037041,COP,24,3574898,0.185,530,D,PENDING
L000889,C00322,2024-06-02T00:00:00,2024-06-11T00:00:00,PERSONAL_LOAN,PARTNER,1905595,COP,36,2609967,0.52,795,A,REJECTED
L000890,C00361,2024-11-24T00:00:00,2024-12-08T00:00:00,BNPL,APP,1058583,COP,36,3885036,0.232,722,C,PENDING
L000891,C00478,2023-10-03T00:00:00,2023-10-15T00:00:00,PERSONAL_LOAN,PARTNER,1536158,COP,36,3494237,0.312,629,D,PENDING
L000892,C00445,2023-10-09T00:00:00,2023-10-23T00:00:00,BNPL,APP,3367887,COP,12,4660504,0.631,785,E,APPROVED
L000893,C00512,2024-02-06T00:00:00,2024-02-18T00:00:00,MICROLOAN,WEB,4585050,COP,6,7139951,0.317,732,E,APPROVED
L000894,C00087,2024-05-09T00:00:00,2024-05-14T00:00:00,BNPL,PARTNER,2265997,COP,18,5483898,0.39,552,C,APPROVED
L000895,C00056,2024-07-30T00:00:00,2024-08-01T00:00:00,PERSONAL_LOAN,PARTNER,-543638,COP,6,4243387,0.519,740,D,REJECTED
L000896,C00419,2024-03-22T00:00:00,2024-03-25T00:00:00,BNPL,PARTNER,1930759,COP,36,4438296,0.254,669,A,REJECTED
L000897,C00073,2023-06-27T00:00:00,2023-07-11T00:00:00,MICROLOAN,PARTNER,3246991,COP,36,545866,0.521,640,A,PENDING
L000898,C00477,2023-01-18T00:00:00,2023-01-18T00:00:00,BNPL,PARTNER,2826762,COP,3,2330886,0.228,662,B,REJECTED
L000899,C00132,2024-03-13T00:00:00,2024-03-24T00:00:00,BNPL,PARTNER,2736680,COP,24,5305237,0.26,685,B,APPROVED
L000900,C00420,2024-10-09T00:00:00,2024-10-13T00:00:00,PERSONAL_LOAN,WEB,310462,COP,6,283674,0.241,634,E,APPROVED
L000901,C00223,2023-05-20T00:00:00,2023-05-22T00:00:00,BNPL,WEB,2524020,COP,24,4547356,0.451,649,C,PENDING
L000902,C00283,2024-11-26T00:00:00,2024-12-06T00:00:00,BNPL,PARTNER,2964229,COP,18,119086,0.601,532,E,APPROVED
L000903,C00221,2024-07-10T00:00:00,2024-07-17T00:00:00,BNPL,APP,3573913,COP,18,3909283,0.415,529,D,PENDING
L000904,C00256,2024-07-01T00:00:00,2024-07-08T00:00:00,MICROLOAN,WEB,2641195,COP,9,4508537,0.632,698,B,REJECTED
L000905,C00049,2024-01-23T00:00:00,2024-01-23T00:00:00,MICROLOAN,PARTNER,2171931,COP,12,1568475,0.374,544,E,APPROVED
L000906,C00119,2023-12-20T00:00:00,2023-12-22T00:00:00,BNPL,WEB,2606712,COP,24,3287949,0.526,542,B,REJECTED
L000907,C00055,2024-09-21T00:00:00,2024-10-04T00:00:00,MICROLOAN,APP,791521,COP,12,2801985,0.213,717,D,REJECTED
L000908,C00177,2024-05-22T00:00:00,2024-06-04T00:00:00,BNPL,PARTNER,2270416,COP,18,2725427,0.284,597,B,APPROVED
L000909,C00398,2024-05-23T00:00:00,2024-05-30T00:00:00,PERSONAL_LOAN,WEB,2588591,COP,18,4506105,0.556,629,C,REJECTED
L000910,C00387,2024-06-28T00:00:00,2024-07-09T00:00:00,BNPL,PARTNER,3147681,COP,12,2247383,0.518,755,C,PENDING
L000911,C00035,2023-10-26T00:00:00,2023-11-02T00:00:00,MICROLOAN,PARTNER,1272026,COP,6,3469942,0.63,624,A,REJECTED
L000912,C00062,2024-02-11T00:00:00,2024-02-23T00:00:00,MICROLOAN,APP,3176238,COP,36,4395640,0.256,517,B,REJECTED
L000913,C00469,2024-06-04T00:00:00,2024-06-14T00:00:00,MICROLOAN,WEB,1579207,COP,6,3885813,0.478,498,A,PENDING
L000914,C00451,2023-08-28T00:00:00,2023-09-06T00:00:00,BNPL,APP,3117439,COP,18,4646874,0.246,491,B,REJECTED
L000915,C00416,2023-12-23T00:00:00,2024-01-06T00:00:00,PERSONAL_LOAN,APP,2993227,COP,12,1334025,0.559,668,D,APPROVED
L000916,C00160,2023-03-17T00:00:00,2023-03-21T00:00:00,MICROLOAN,PARTNER,1914444,COP,24,4985945,0.584,566,C,REJECTED
L000917,C00280,2024-02-31T10:15:00,2023-10-04T00:00:00,PERSONAL_LOAN,PARTNER,1423113,COP,36,6214538,0.585,668,A,APPROVED
L000918,C00291,2024-02-31T10:15:00,2023-01-07T00:00:00,PERSONAL_LOAN,WEB,2234032,COP,12,4352011,0.392,604,D,PENDING
L000919,C00215,2023-01-15T00:00:00,2023-01-16T00:00:00,PERSONAL_LOAN,PARTNER,1245147,COP,9,2151755,0.24,672,A,APPROVED
L000920,C00200,2023-07-02T00:00:00,2023-07-06T00:00:00,MICROLOAN,APP,2592357,COP,36,4594291,0.238,639,C,REJECTED
L000921,C00222,2024-12-16T00:00:00,2024-12-29T00:00:00,PERSONAL_LOAN,WEB,4332942,COP,24,2511501,0.577,670,A,REJECTED
L000922,C00519,2023-07-28T00:00:00,2023-07-31T00:00:00,BNPL,APP,2933256,COP,9,3325371,0.202,645,D,PENDING
L000923,C00370,2023-10-30T00:00:00,2023-11-11T00:00:00,BNPL,WEB,1019059,COP,24,3059455,0.424,594,A,APPROVED
L000924,C00120,2024-08-27T00:00:00,2024-08-27T00:00:00,PERSONAL_LOAN,PARTNER,3031966,COP,36,4279088,0.498,518,A,REJECTED
L000925,C00496,2024-09-11T00:00:00,2024-09-24T00:00:00,MICROLOAN,WEB,1892897,COP,24,6808962,0.345,809,D,PENDING
L000926,C00187,2023-08-18T00:00:00,2023-08-25T00:00:00,PERSONAL_LOAN,APP,3183242,COP,12,5067714,0.53,621,E,REJECTED
L000927,C00344,2023-01-02T00:00:00,2023-01-10T00:00:00,PERSONAL_LOAN,PARTNER,2500569,COP,18,3730591,0.231,701,C,REJECTED
L000928,C00499,2024-10-23T00:00:00,2024-11-05T00:00:00,BNPL,PARTNER,3057734,COP,24,3923204,0.249,646,C,PENDING
L000929,C00372,2025-01-26T00:00:00,2025-01-30T00:00:00,BNPL,WEB,2261328,COP,24,880644,0.283,585,B,PENDING
L000930,C00107,2023-11-18T00:00:00,2023-11-19T00:00:00,BNPL,WEB,1273307,COP,18,4009998,0.491,479,C,PENDING
L000931,C00002,2023-09-06T00:00:00,2023-09-15T00:00:00,PERSONAL_LOAN,APP,3903077,COP,6,2687667,0.201,733,B,APPROVED
L000932,C00450,2024-07-01T00:00:00,2024-07-09T00:00:00,MICROLOAN,WEB,3726101,COP,12,-1490596,0.283,700,C,PENDING
L000933,C00112,2024-06-20T00:00:00,2024-06-21T00:00:00,MICROLOAN,APP,1561208,COP,9,325788,0.18,627,B,REJECTED
L000934,C00031,2023-11-08T00:00:00,2023-11-09T00:00:00,MICROLOAN,PARTNER,3789914,COP,3,3342870,0.56,691,C,APPROVED
L000935,C00374,2024-12-09T00:00:00,2024-12-20T00:00:00,BNPL,WEB,2092021,COP,24,5366842,0.51,736,E,APPROVED
L000936,C00068,2023-01-31T00:00:00,2023-02-07T00:00:00,PERSONAL_LOAN,PARTNER,-67746,COP,9,3233229,0.348,639,E,APPROVED
L000937,C00373,2024-01-25T00:00:00,2024-01-31T00:00:00,BNPL,WEB,2475112,COP,9,1629303,0.511,747,B,APPROVED
L000938,C00463,2023-01-30T00:00:00,2023-02-09T00:00:00,MICROLOAN,APP,2500397,COP,3,5218126,0.508,713,D,REJECTED
L000939,C00031,2023-07-23T00:00:00,2023-08-02T00:00:00,MICROLOAN,APP,3368803,COP,6,5971558,0.528,503,C,APPROVED
L000940,C00447,2024-10-27T00:00:00,2024-11-07T00:00:00,BNPL,APP,3335644,COP,12,2371227,0.35,644,A,PENDING
L000941,C00362,2024-12-12T00:00:00,2024-12-23T00:00:00,BNPL,APP,3849693,COP,12,3170870,0.547,721,D,APPROVED
L000942,C00054,2024-02-12T00:00:00,2024-02-17T00:00:00,BNPL,APP,2157642,COP,9,4992475,0.182,767,B,APPROVED
L000943,C00139,2024-08-25T00:00:00,2024-08-30T00:00:00,PERSONAL_LOAN,PARTNER,471997,COP,24,4885435,0.202,634,B,REJECTED
L000944,C00331,2024-09-30T00:00:00,2024-09-30T00:00:00,BNPL,APP,3394248,COP,18,2035046,0.642,665,D,REJECTED
L000945,C00129,2024-12-10T00:00:00,2024-12-14T00:00:00,MICROLOAN,APP,1100851,COP,3,3143694,0.597,683,D,REJECTED
L000946,C00495,2023-12-24T00:00:00,2023-12-29T00:00:00,MICROLOAN,PARTNER,1844939,COP,36,5747418,0.634,626,B,PENDING
L000947,C00030,2023-01-18T00:00:00,2023-01-21T00:00:00,BNPL,PARTNER,1643648,COP,9,4428936,0.402,697,C,REJECTED
L000948,C00077,2024-02-13T00:00:00,2024-02-24T00:00:00,PERSONAL_LOAN,WEB,5005256,COP,18,2153854,0.58,565,C,PENDING
